song_id,title,artist_name,album_name,duration,year,tempo,loudness,key,mode
S000257,Song Title 257,Artist 57,Album 57,328.8089390024919,1997,77.90853335402113,-15.394981585789706,2,0
S000258,Song Title 258,Artist 58,Album 58,291.01835102680946,1967,75.26397152249395,-19.108723531026417,5,0
S000259,Song Title 259,Artist 59,Album 59,149.15294813123057,2018,163.7592470568501,-11.687156266281885,7,0
S000260,Song Title 260,Artist 60,Album 60,304.5021680097509,1964,89.21735620858406,-13.961665998449963,8,1
S000261,Song Title 261,Artist 61,Album 61,417.01615503127897,2007,138.2052777493162,-4.778233879522489,0,0
S000262,Song Title 262,Artist 62,Album 62,162.02520457095721,1985,157.28231135835193,-12.914644703179068,2,1
S000263,Song Title 263,Artist 63,Album 63,275.49889570912103,1977,133.68975734216832,-1.018576073703123,2,0
S000264,Song Title 264,Artist 64,Album 64,383.21192157838664,1965,163.1478277976335,-0.7537959402443164,10,0
S000265,Song Title 265,Artist 65,Album 65,342.23058532626135,1996,107.08724658341694,-7.581828195645839,7,0
S000266,Song Title 266,Artist 66,Album 66,329.1047222985804,2019,174.7466628778738,-1.4267942597023406,0,0
S000267,Song Title 267,Artist 67,Album 67,330.74522519613276,2007,75.97740050137163,-4.782913109710087,4,1
S000268,Song Title 268,Artist 68,Album 68,227.84734536592654,1972,72.25794355890457,-9.062807180497476,2,0
S000269,Song Title 269,Artist 69,Album 69,208.07755327934802,1987,139.04305754489323,-16.393841291544437,1,0
S000270,Song Title 270,Artist 70,Album 70,362.80834664355405,1964,173.1397369695914,-10.8280411297232,7,1
S000271,Song Title 271,Artist 71,Album 71,363.0340184037542,1972,157.06601539635938,-8.782510732747648,2,1
S000272,Song Title 272,Artist 72,Album 72,380.1216955740311,1976,69.17002313256617,-2.7207683852997953,6,0
S000273,Song Title 273,Artist 73,Album 73,393.9721657669414,2009,93.52412567216597,-10.373332469286701,11,0
S000274,Song Title 274,Artist 74,Album 74,273.40271965828134,1999,171.63826618053884,-2.0465065464408667,10,1
S000275,Song Title 275,Artist 75,Album 75,270.45488840615985,2004,90.36701193609414,-6.513020419530623,0,1
S000276,Song Title 276,Artist 76,Album 76,359.4885536900325,1991,153.74045085443032,-17.260018738926572,5,1
S000277,Song Title 277,Artist 77,Album 77,314.98917923332954,2021,159.01586351144445,-0.1003726134981413,2,0
S000278,Song Title 278,Artist 78,Album 78,330.590063177311,1988,119.45425241531781,-9.455346784921748,7,0
S000279,Song Title 279,Artist 79,Album 79,358.73780083083034,2010,106.36186918179786,-12.162834071818423,5,0
S000280,Song Title 280,Artist 80,Album 80,387.00160254526986,2017,114.01493189037116,-6.81772471060947,11,1
S000281,Song Title 281,Artist 81,Album 81,221.39854705546074,1962,87.2357633238437,-17.82213372037922,1,1
S000282,Song Title 282,Artist 82,Album 82,232.6748857919832,2015,166.72690993546132,-7.269227064932913,5,1
S000283,Song Title 283,Artist 83,Album 83,148.1945819522607,1999,114.07435880757095,-10.03527999001454,6,0
S000284,Song Title 284,Artist 84,Album 84,293.48404229885216,1993,165.89513285473197,-11.866518600028337,4,1
S000285,Song Title 285,Artist 85,Album 85,130.78268213902263,1999,72.6832175887529,-0.9395995764220153,2,0
S000286,Song Title 286,Artist 86,Album 86,259.67940543973805,1986,178.59303252001575,-9.549205665358935,3,1
S000287,Song Title 287,Artist 87,Album 87,282.79339041227297,1972,113.19277049323419,-15.617650410601232,3,0
S000288,Song Title 288,Artist 88,Album 88,205.96237563848533,2004,65.73969844729265,-10.820730412454028,5,0
S000289,Song Title 289,Artist 89,Album 89,297.24997817070323,1992,64.5626217884946,-1.612251908546547,9,1
S000290,Song Title 290,Artist 90,Album 90,129.15007498171482,1965,149.54487089782063,-16.47809057338811,0,0
S000291,Song Title 291,Artist 91,Album 91,131.20445662476433,1983,139.08426410444167,-15.720859226235262,10,1
S000292,Song Title 292,Artist 92,Album 92,366.78016819789747,1978,156.2556669753105,-19.739408644858326,3,0
S000293,Song Title 293,Artist 93,Album 93,228.05719242337886,1975,72.64410407433671,-19.716199012084658,9,1
S000294,Song Title 294,Artist 94,Album 94,158.11815379556543,1999,64.2685040442658,-3.4121674608297496,3,1
S000295,Song Title 295,Artist 95,Album 95,276.67297801644133,1987,121.02951473370942,-5.3575478631408835,9,0
S000296,Song Title 296,Artist 96,Album 96,350.9980659295833,1992,106.51142777793234,-12.899178870960835,0,1
S000297,Song Title 297,Artist 97,Album 97,184.74630824905296,2018,115.43363240051468,-6.033776855448545,8,0
S000298,Song Title 298,Artist 98,Album 98,306.8671427457001,2018,178.99060906443287,-12.095881473800596,3,1
S000299,Song Title 299,Artist 99,Album 99,145.6042394981304,2007,176.48999492048043,-0.9420640800434512,6,1
S000300,Song Title 300,Artist 0,Album 100,135.50451635058232,2000,173.07784676078313,-0.6589463714793027,11,1
S000301,Song Title 301,Artist 1,Album 101,279.4063894704444,1972,154.06112121212087,-12.144124483813133,2,1
S000302,Song Title 302,Artist 2,Album 102,282.19053648303196,2002,102.58096323082685,-2.9155618731826394,9,0
S000303,Song Title 303,Artist 3,Album 103,311.22897044946194,2004,109.4557116315326,-4.538219166050677,11,1
S000304,Song Title 304,Artist 4,Album 104,337.82740011679846,1984,125.95392524627094,-13.800001256564213,2,1
S000305,Song Title 305,Artist 5,Album 105,412.75562383876036,2012,159.6641347685808,-15.359203421977881,7,0
S000306,Song Title 306,Artist 6,Album 106,274.89010449035857,2001,68.24553990219214,-10.835306992143323,7,0
S000307,Song Title 307,Artist 7,Album 107,216.88694188237378,1995,110.91562630618657,-4.373023187711876,10,0
S000308,Song Title 308,Artist 8,Album 108,358.5558584306111,2022,69.91411961511224,-0.7966443054250902,11,0
S000309,Song Title 309,Artist 9,Album 109,201.24967537862227,1986,121.75891038882139,-4.728418622668549,0,0
S000310,Song Title 310,Artist 10,Album 110,251.69142621169084,1997,167.86809888074825,-2.8958602996325986,9,0
S000311,Song Title 311,Artist 11,Album 111,143.5369144026798,2019,153.89819094767256,-7.93871387658967,1,1
S000312,Song Title 312,Artist 12,Album 112,127.60522302463725,1966,87.3410901051732,-3.291843383157481,7,0
S000313,Song Title 313,Artist 13,Album 113,408.7945244033775,1964,177.1189019518551,-4.311582839931647,0,1
S000314,Song Title 314,Artist 14,Album 114,370.79403615366175,2002,140.08204776557142,-12.460289161474398,11,0
S000315,Song Title 315,Artist 15,Album 115,328.7922618281094,2004,61.25132392768837,-8.960193957585577,7,1
S000316,Song Title 316,Artist 16,Album 116,242.68588332428095,2017,90.64961816222635,-3.904937560206104,7,1
S000317,Song Title 317,Artist 17,Album 117,171.98829602125375,2016,91.28559599039,-19.078865316200872,1,1
S000318,Song Title 318,Artist 18,Album 118,166.9311128013258,2010,68.3105167543032,-3.838414352883401,3,0
S000319,Song Title 319,Artist 19,Album 119,195.0728694493786,1990,175.17918216911147,-16.442237519019532,5,0
S000320,Song Title 320,Artist 20,Album 120,284.7679994118362,1982,117.39063534911085,-9.70632765757122,11,0
S000321,Song Title 321,Artist 21,Album 121,334.37877681001873,2001,167.49775168462583,-3.8344912088812464,10,0
S000322,Song Title 322,Artist 22,Album 122,318.0592130153194,1969,98.6658604133554,-14.923578436866103,8,1
S000323,Song Title 323,Artist 23,Album 123,203.98016908378287,1991,75.02802845193925,-15.08385121387694,7,0
S000324,Song Title 324,Artist 24,Album 124,406.4595841989582,2002,116.92033318874567,-11.944712030754962,11,1
S000325,Song Title 325,Artist 25,Album 125,341.36907500873053,2012,73.67479616571806,-2.10714404844731,7,1
S000326,Song Title 326,Artist 26,Album 126,286.30621575342025,1989,118.32186035730479,-19.991144371255842,6,0
S000327,Song Title 327,Artist 27,Album 127,303.5162238703057,1998,170.43566174632895,-1.9723380671613029,8,0
S000328,Song Title 328,Artist 28,Album 128,245.88001872833698,1990,122.49217702010553,-16.923859507167844,1,0
S000329,Song Title 329,Artist 29,Album 129,194.31929685034726,1977,133.97996722741001,-0.19827247865035957,2,1
S000330,Song Title 330,Artist 30,Album 130,226.7918035953785,1995,78.796612436857,-0.9030601392306394,9,0
S000331,Song Title 331,Artist 31,Album 131,347.3538331393107,1961,65.24827510559633,-10.106496208174335,7,1
S000332,Song Title 332,Artist 32,Album 132,124.31804658892676,1973,73.29695546157684,-9.745595043747437,5,0
S000333,Song Title 333,Artist 33,Album 133,154.82179215207486,1972,131.82378908212388,-10.369013194482914,9,1
S000334,Song Title 334,Artist 34,Album 134,133.80079260652582,1988,71.40140387907655,-7.2911270868095475,8,0
S000335,Song Title 335,Artist 35,Album 135,132.21864069569105,1971,105.11914679295737,-18.185565955301378,9,0
S000336,Song Title 336,Artist 36,Album 136,376.6381752033022,1998,126.01103285497872,-19.34764103316867,3,1
S000337,Song Title 337,Artist 37,Album 137,331.09735781400707,1961,106.63833583558164,-18.84594143168202,7,0
S000338,Song Title 338,Artist 38,Album 138,262.25214872619756,1991,79.64205617583617,-11.112693015169713,9,0
S000339,Song Title 339,Artist 39,Album 139,149.35024819530045,1972,92.85495690169279,-14.489041215610332,2,0
S000340,Song Title 340,Artist 40,Album 140,267.4847625350497,2005,171.39810394182922,-7.559208752580124,2,0
S000341,Song Title 341,Artist 41,Album 141,262.0415312341697,1986,141.11787307036263,-0.1511542125044194,7,0
S000342,Song Title 342,Artist 42,Album 142,171.96056097300456,2008,119.5257406415864,-12.273536538470681,4,0
S000343,Song Title 343,Artist 43,Album 143,250.15549477139191,2000,61.52578679842722,-8.523174917909733,2,0
S000344,Song Title 344,Artist 44,Album 144,239.551420319212,1976,179.08984805873644,-11.68792208185329,9,1
S000345,Song Title 345,Artist 45,Album 145,304.7550294156649,1999,140.57459218735718,-3.0545666455628115,10,1
S000346,Song Title 346,Artist 46,Album 146,310.5280952602931,1990,98.0306972813934,-1.955271930755238,0,0
S000347,Song Title 347,Artist 47,Album 147,133.59120293161337,1993,165.51223919974058,-2.4528877558947997,2,0
S000348,Song Title 348,Artist 48,Album 148,232.38378438794138,2019,91.01179443501817,-0.5125552264148467,11,0
S000349,Song Title 349,Artist 49,Album 149,307.7579747142709,1983,125.28198950193018,-19.449616297191696,8,1
S000350,Song Title 350,Artist 50,Album 150,270.94087757402633,2004,136.32849164757903,-3.2036767570893794,4,1
S000351,Song Title 351,Artist 51,Album 151,376.9469523564967,1994,86.52760457444742,-4.964556539218135,11,0
S000352,Song Title 352,Artist 52,Album 152,317.60808948568354,2007,177.4076734560715,-15.426111811992705,9,1
S000353,Song Title 353,Artist 53,Album 153,168.8803281244289,1965,149.7830287174797,-0.8735981322494482,1,0
S000354,Song Title 354,Artist 54,Album 154,141.17062422012896,1978,126.93758706132839,-17.03644143540109,6,0
S000355,Song Title 355,Artist 55,Album 155,312.7257834618947,1989,81.67135178103611,-6.409001457321832,1,0
S000356,Song Title 356,Artist 56,Album 156,127.95339316248655,1966,66.46298483976314,-15.50219566368175,3,0
S000357,Song Title 357,Artist 57,Album 157,295.732674382039,1969,98.40717990251801,-11.372387024518506,11,1
S000358,Song Title 358,Artist 58,Album 158,402.0690724274873,2000,150.38248030960835,-5.616802061108622,6,1
S000359,Song Title 359,Artist 59,Album 159,292.64225336276365,1991,92.31975579624302,-8.733507159339066,3,0
S000360,Song Title 360,Artist 60,Album 160,236.45097786195657,1993,124.74674645946061,-11.449963373437766,6,1
S000361,Song Title 361,Artist 61,Album 161,312.98646553270595,2022,147.35366120768919,-13.473231381360256,6,1
S000362,Song Title 362,Artist 62,Album 162,257.475867147455,1987,72.95324575757573,-3.206806885824193,0,0
S000363,Song Title 363,Artist 63,Album 163,283.68503679478044,2019,142.23576193390483,-17.123712993703727,5,1
S000364,Song Title 364,Artist 64,Album 164,402.43944263295754,1974,71.02450652520537,-11.397942469403999,8,0
S000365,Song Title 365,Artist 65,Album 165,235.83079134023228,1989,175.81556905523956,-1.9248485644971574,1,0
S000366,Song Title 366,Artist 66,Album 166,408.35716914717426,1996,118.60729560779275,-3.0830089908006464,2,0
S000367,Song Title 367,Artist 67,Album 167,391.6051925868191,1988,78.08113292518529,-11.981164750539065,9,0
S000368,Song Title 368,Artist 68,Album 168,178.73734043678894,1981,101.08603632402557,-4.737832727973835,4,1
S000369,Song Title 369,Artist 69,Album 169,140.80839026254964,1963,109.60997391543137,-3.5367833858228153,8,0
S000370,Song Title 370,Artist 70,Album 170,150.233400413228,1979,150.98220132918448,-2.222251519927404,3,1
S000371,Song Title 371,Artist 71,Album 171,125.46654769546493,1991,149.21085432919313,-9.10988461901544,0,0
S000372,Song Title 372,Artist 72,Album 172,148.33288822677852,1995,133.4328606404797,-15.910782278905764,3,0
S000373,Song Title 373,Artist 73,Album 173,324.90203202490704,2009,72.71168550701915,-14.893818469921367,5,1
S000374,Song Title 374,Artist 74,Album 174,141.3565945380687,1963,78.18832459052084,-14.086106519167917,4,0
S000375,Song Title 375,Artist 75,Album 175,215.6926890881284,1986,71.25083047746679,-8.12395038380769,0,1
S000376,Song Title 376,Artist 76,Album 176,373.46259329083637,1976,129.260733994506,-19.34380751742783,3,1
S000377,Song Title 377,Artist 77,Album 177,126.98158072074776,1971,165.25661298136848,-7.279150624400634,5,0
S000378,Song Title 378,Artist 78,Album 178,364.34054477668076,1981,112.05606147057262,-12.71291523143536,9,0
S000379,Song Title 379,Artist 79,Album 179,204.55643243201996,1976,79.30178087492955,-14.095163950207157,9,0
S000380,Song Title 380,Artist 80,Album 180,155.44944828649687,1969,126.96507901787604,-2.4100685854374717,3,0
S000381,Song Title 381,Artist 81,Album 181,329.0211496092452,2013,157.41026602388519,-10.799952088384021,8,0
S000382,Song Title 382,Artist 82,Album 182,308.6828540339652,1960,149.00544738155162,-18.098939089346146,4,0
S000383,Song Title 383,Artist 83,Album 183,383.2416040581159,1981,165.7740935610026,-3.4650646394750595,7,1
S000384,Song Title 384,Artist 84,Album 184,340.5213131411657,1985,93.34825166986414,-19.04717485126987,8,1
S000385,Song Title 385,Artist 85,Album 185,361.0442791154546,2015,83.27446407213299,-5.4650155166360666,9,0
S000386,Song Title 386,Artist 86,Album 186,204.61037177139195,2018,165.57797831303265,-4.521875564586697,4,1
S000387,Song Title 387,Artist 87,Album 187,173.23186313391685,1977,138.90723753336277,-12.947947881422836,5,1
S000388,Song Title 388,Artist 88,Album 188,345.1844254922575,2009,97.3114716009065,-3.504242874444266,0,0
S000389,Song Title 389,Artist 89,Album 189,362.0504217801792,1973,149.08176606870109,-9.68681188287093,10,0
S000390,Song Title 390,Artist 90,Album 190,417.151542600202,2006,157.81420613764413,-10.734126934544063,11,1
S000391,Song Title 391,Artist 91,Album 191,243.78530307342794,1988,133.79738884093587,-19.09193437062615,6,0
S000392,Song Title 392,Artist 92,Album 192,231.60542573783493,1971,142.54609318558983,-14.199416127021882,3,1
S000393,Song Title 393,Artist 93,Album 193,352.9238882225991,1995,105.03118853311996,-1.3798005822940027,10,0
S000394,Song Title 394,Artist 94,Album 194,222.24106207590535,2018,124.6434800811647,-12.16352073433,1,1
S000395,Song Title 395,Artist 95,Album 195,399.2271976810694,1994,122.89910048713946,-9.065989588864634,4,1
S000396,Song Title 396,Artist 96,Album 196,377.52382555290353,2011,161.76573493569262,-9.359566420314964,11,1
S000397,Song Title 397,Artist 97,Album 197,248.6982082125055,2020,160.7956776338619,-8.191378203546133,2,1
S000398,Song Title 398,Artist 98,Album 198,345.2613203374492,1971,159.92165632164517,-18.773380887134348,5,0
S000399,Song Title 399,Artist 99,Album 199,346.3628622254047,1966,61.323793711495895,-12.756474904025435,7,0
S000400,Song Title 400,Artist 0,Album 0,150.9371606507798,1988,149.9454581362666,-5.537434522348917,6,1
S000401,Song Title 401,Artist 1,Album 1,390.76587200387,1970,151.0411668133206,-15.98879497854034,2,1
S000402,Song Title 402,Artist 2,Album 2,271.5757117343571,1992,141.40545874261701,-15.92843244907279,7,0
S000403,Song Title 403,Artist 3,Album 3,367.93723983232246,1965,150.7517589469743,-19.798187866219507,1,0
S000404,Song Title 404,Artist 4,Album 4,216.01488030918352,2006,161.03644457960505,-11.250361467835805,9,1
S000405,Song Title 405,Artist 5,Album 5,388.65696854886016,1974,116.43828649221427,-2.3453123865315604,8,1
S000406,Song Title 406,Artist 6,Album 6,236.76050362024893,1991,120.24602561861366,-18.961981128253818,3,1
S000407,Song Title 407,Artist 7,Album 7,123.25129544408951,2010,74.96568682936686,-16.17762581007995,0,1
S000408,Song Title 408,Artist 8,Album 8,391.6145929257791,1970,106.24510596568342,-13.798309233144899,7,1
S000409,Song Title 409,Artist 9,Album 9,147.38600303584008,2017,137.20382158941413,-5.365505268715742,6,0
S000410,Song Title 410,Artist 10,Album 10,215.79409127712447,1982,153.64797313767295,-7.187288143948269,10,1
S000411,Song Title 411,Artist 11,Album 11,405.01859011524147,1985,86.06509172294527,-11.681121908362899,4,0
S000412,Song Title 412,Artist 12,Album 12,405.1821440812668,1993,76.53874789910824,-4.818621214832486,9,0
S000413,Song Title 413,Artist 13,Album 13,292.0313664369858,2005,139.56504054005907,-7.807379766861962,4,0
S000414,Song Title 414,Artist 14,Album 14,309.55116365093977,1993,60.225586022989276,-2.0791840068556198,6,1
S000415,Song Title 415,Artist 15,Album 15,254.53365659349592,1988,81.40471011687958,-3.63946501722614,4,0
S000416,Song Title 416,Artist 16,Album 16,207.96323150941936,1963,63.48856564127445,-14.943727878215988,7,0
S000417,Song Title 417,Artist 17,Album 17,218.5993636109748,1976,80.02621414258451,-14.571228447315995,10,0
S000418,Song Title 418,Artist 18,Album 18,321.7555368231115,1994,81.75831359106063,-17.492870484152288,5,0
S000419,Song Title 419,Artist 19,Album 19,345.712358831304,1972,106.5208313700473,-13.26070548565087,4,1
S000420,Song Title 420,Artist 20,Album 20,357.4737131177545,2000,108.27925496238672,-0.009121625618114138,8,1
S000421,Song Title 421,Artist 21,Album 21,356.8854428383662,1998,164.91149647322854,-11.88497662769878,10,0
S000422,Song Title 422,Artist 22,Album 22,147.3618309146071,1974,121.21316549985903,-15.590231306217872,1,0
S000423,Song Title 423,Artist 23,Album 23,268.32609141077444,2014,146.80857187347436,-4.750342310488939,0,1
S000424,Song Title 424,Artist 24,Album 24,137.2676280049933,1988,72.4964829504345,-9.15057993074688,7,1
S000425,Song Title 425,Artist 25,Album 25,284.8586646971207,1988,87.05265065564326,-17.00797100946095,11,1
S000426,Song Title 426,Artist 26,Album 26,252.45915041201312,1970,144.35321291744123,-12.386206376782685,2,0
S000427,Song Title 427,Artist 27,Album 27,386.3112548274899,2011,66.33647525622337,-11.710605689213134,10,1
S000428,Song Title 428,Artist 28,Album 28,225.2745037656236,1991,118.39171946925038,-4.923405988615627,11,0
S000429,Song Title 429,Artist 29,Album 29,155.12010492828176,1961,131.92427587955206,-19.58657262216191,11,0
S000430,Song Title 430,Artist 30,Album 30,162.89750461585075,2006,132.25747728629773,-14.61960706403379,11,1
S000431,Song Title 431,Artist 31,Album 31,348.45318951524166,1973,62.751937352165044,-9.64807397368956,6,0
S000432,Song Title 432,Artist 32,Album 32,305.4654189948783,1979,98.65296050750226,-14.623065150943134,9,1
S000433,Song Title 433,Artist 33,Album 33,150.33680283683708,1981,136.3788781258985,-7.431319051620022,10,0
S000434,Song Title 434,Artist 34,Album 34,145.23204183449923,1970,77.87996833790922,-10.362650414507668,7,1
S000435,Song Title 435,Artist 35,Album 35,330.29073943773597,1986,143.4498777993664,-12.765794902808388,5,0
S000436,Song Title 436,Artist 36,Album 36,141.82890190925806,1962,149.51102505764095,-1.0158274625897548,11,0
S000437,Song Title 437,Artist 37,Album 37,366.5580177871069,1976,177.83630285353743,-7.3568100162708525,9,1
S000438,Song Title 438,Artist 38,Album 38,331.87266814694885,2021,85.18103938276913,-17.401172554641175,8,1
S000439,Song Title 439,Artist 39,Album 39,144.40463419256992,2003,159.01568011993382,-8.79816605113209,6,1
S000440,Song Title 440,Artist 40,Album 40,145.45131422555758,2015,122.43558923023849,-4.385362935981981,9,1
S000441,Song Title 441,Artist 41,Album 41,415.99187355035264,1987,104.81551153730081,-5.830206050144053,4,0
S000442,Song Title 442,Artist 42,Album 42,232.28123872683608,1988,74.68521087902135,-16.55821541409481,7,1
S000443,Song Title 443,Artist 43,Album 43,231.19264412006726,1980,148.2606727785045,-0.5516000191979344,1,1
S000444,Song Title 444,Artist 44,Album 44,363.83987017725076,2006,88.30291189724245,-11.02372708506788,6,0
S000445,Song Title 445,Artist 45,Album 45,404.17457321515764,1975,104.5706402247655,-16.819499925194773,3,1
S000446,Song Title 446,Artist 46,Album 46,415.8003191468613,1996,67.50506722768421,-16.39608491743704,8,1
S000447,Song Title 447,Artist 47,Album 47,346.0134555776825,2018,156.16402989834228,-18.03530015621839,11,0
S000448,Song Title 448,Artist 48,Album 48,232.87787565927474,1979,151.9906228765972,-3.9296378313013136,0,1
S000449,Song Title 449,Artist 49,Album 49,145.05021500960063,1965,148.0338996050775,-17.559390113563026,6,1
S000450,Song Title 450,Artist 50,Album 50,353.144074778231,1978,95.9332212590264,-17.497494857165062,5,1
S000451,Song Title 451,Artist 51,Album 51,287.5212749207415,2016,80.81760891191487,-2.9905677047832455,7,1
S000452,Song Title 452,Artist 52,Album 52,247.2666027740929,1964,136.5063917364276,-13.107918311048808,4,1
S000453,Song Title 453,Artist 53,Album 53,391.9063155284208,1962,119.53996609358634,-19.38284191383855,0,1
S000454,Song Title 454,Artist 54,Album 54,153.3592446918454,2018,81.39029602855699,-18.962094009631784,0,0
S000455,Song Title 455,Artist 55,Album 55,267.7875312872577,1960,142.30935252598363,-17.15659106592209,8,1
S000456,Song Title 456,Artist 56,Album 56,123.40609343022572,2017,178.93517181855646,-15.73213304048621,9,0
S000457,Song Title 457,Artist 57,Album 57,260.5981925982379,2019,149.6663505290445,-6.6970761152318925,5,0
S000458,Song Title 458,Artist 58,Album 58,136.89098270455122,1997,148.79836640227342,-16.853474399963435,9,0
S000459,Song Title 459,Artist 59,Album 59,155.64537488042157,1974,174.03753035167102,-17.62251217645856,4,0
S000460,Song Title 460,Artist 60,Album 60,155.25787403313146,1993,84.35236410898827,-4.705617170474417,0,1
S000461,Song Title 461,Artist 61,Album 61,314.76309063481904,2020,127.86599579057284,-6.5788943228017125,5,1
S000462,Song Title 462,Artist 62,Album 62,343.813463779627,1994,177.55760580406601,-11.293515570895277,5,1
S000463,Song Title 463,Artist 63,Album 63,295.0106295291479,2008,79.83529331642094,-9.013804570397921,2,0
S000464,Song Title 464,Artist 64,Album 64,408.65176454236257,1984,144.0302351333425,-13.76031959347163,7,1
S000465,Song Title 465,Artist 65,Album 65,232.46117385711122,1983,130.29721751662822,-10.349991595292787,0,1
S000466,Song Title 466,Artist 66,Album 66,205.7136258845582,1971,130.37749106264482,-9.866547020345084,0,1
S000467,Song Title 467,Artist 67,Album 67,380.5797384568381,1977,143.720475302409,-12.255254576438082,5,0
S000468,Song Title 468,Artist 68,Album 68,187.0787515558358,1974,171.55403074508212,-1.868555786556744,9,0
S000469,Song Title 469,Artist 69,Album 69,408.9667618321834,2003,153.90983278216055,-19.678762700379878,0,1
S000470,Song Title 470,Artist 70,Album 70,123.6463424069449,1975,66.7363324099452,-4.356574738175077,5,0
S000471,Song Title 471,Artist 71,Album 71,410.9636480122917,1986,162.32736238508534,-17.512343375173515,0,0
S000472,Song Title 472,Artist 72,Album 72,132.94797358517283,1967,87.06495959108791,-4.049052789256011,5,1
S000473,Song Title 473,Artist 73,Album 73,387.3429341094213,2019,105.22969976836464,-7.681761686465576,2,0
S000474,Song Title 474,Artist 74,Album 74,278.31033272588996,2005,115.40793763348586,-3.1344381812719533,7,0
S000475,Song Title 475,Artist 75,Album 75,417.8894388357901,1984,117.70872009036836,-18.04971348718205,5,1
S000476,Song Title 476,Artist 76,Album 76,142.13896942061967,1976,112.22164791064282,-8.820387318004519,10,0
S000477,Song Title 477,Artist 77,Album 77,286.15628532039625,1988,172.48239530590374,-9.978242394756059,0,0
S000478,Song Title 478,Artist 78,Album 78,410.7907606857297,2012,144.72228091968293,-5.8761363407328275,4,0
S000479,Song Title 479,Artist 79,Album 79,276.92935325104463,1967,135.74047751480475,-9.314188962126483,7,0
S000480,Song Title 480,Artist 80,Album 80,308.81959144057873,1974,65.98104333395298,-9.185308657337917,2,0
S000481,Song Title 481,Artist 81,Album 81,328.72460669538515,1986,168.46959963124496,-11.408081128478706,11,0
S000482,Song Title 482,Artist 82,Album 82,256.362319430332,2005,169.12682304100753,-13.823311519853183,5,0
S000483,Song Title 483,Artist 83,Album 83,308.26742402521904,2009,153.62556761161227,-10.354712774956155,4,0
S000484,Song Title 484,Artist 84,Album 84,295.29429357693004,2011,60.843504457634296,-17.63015282463199,5,1
S000485,Song Title 485,Artist 85,Album 85,390.3474031472967,1966,66.8736301293148,-0.7697332203383027,9,1
S000486,Song Title 486,Artist 86,Album 86,133.63391410243736,1962,87.02684427221877,-5.711784727468034,0,1
S000487,Song Title 487,Artist 87,Album 87,204.28895687766908,1988,75.7619289773888,-0.9506576662430639,6,1
S000488,Song Title 488,Artist 88,Album 88,405.12344522296763,2003,107.86032356444753,-15.465452353400735,8,0
S000489,Song Title 489,Artist 89,Album 89,387.0791351672749,2012,170.71476697053475,-2.4131795964694405,1,1
S000490,Song Title 490,Artist 90,Album 90,256.6970258357139,1983,116.6472521036398,-3.824200308729232,9,1
S000491,Song Title 491,Artist 91,Album 91,306.039779340461,2019,61.60831517185987,-6.456951750846526,4,0
S000492,Song Title 492,Artist 92,Album 92,203.2143548943398,2017,93.92948274945144,-7.499416278295886,9,0
S000493,Song Title 493,Artist 93,Album 93,176.4363479171284,1962,65.35138900475539,-13.6690066946426,3,0
S000494,Song Title 494,Artist 94,Album 94,259.10952148199465,1979,64.35451471362026,-3.671784300699386,5,0
S000495,Song Title 495,Artist 95,Album 95,226.00566840781585,2005,93.08638237146627,-9.969690770405323,5,0
S000496,Song Title 496,Artist 96,Album 96,295.0968335552616,1974,93.07348064147345,-18.582168482174293,10,1
S000497,Song Title 497,Artist 97,Album 97,143.32039108949544,1984,154.45519231219248,-13.7427367828974,1,0
S000498,Song Title 498,Artist 98,Album 98,412.31844229984995,1989,176.9801583337334,-1.2940580290934491,1,1
S000499,Song Title 499,Artist 99,Album 99,415.86322334388086,1973,104.5448512667998,-2.9863947879030732,3,1
S000500,Song Title 500,Artist 0,Album 100,329.4485142059235,1966,111.46642546332464,-0.3618860384692155,0,0
S000501,Song Title 501,Artist 1,Album 101,280.8289099032361,1976,161.3747323543226,-7.440132347918038,8,1
S000502,Song Title 502,Artist 2,Album 102,212.85828488589834,2021,92.1766824114616,-15.04979853719176,6,1
S000503,Song Title 503,Artist 3,Album 103,364.1385059120846,2003,78.76581652841375,-16.743699006462723,11,0
S000504,Song Title 504,Artist 4,Album 104,325.4193517661638,1979,162.37075480843805,-16.261711187830766,6,1
S000505,Song Title 505,Artist 5,Album 105,168.7850818034674,1995,65.58007037280785,-19.60408683305491,2,1
S000506,Song Title 506,Artist 6,Album 106,393.2781553481527,1968,134.36393282392987,-12.186357780281217,10,1
S000507,Song Title 507,Artist 7,Album 107,366.7611728769507,1997,127.43914169601682,-16.17144639000915,11,0
S000508,Song Title 508,Artist 8,Album 108,404.9399739875772,2007,101.51045370020331,-11.76689079086595,2,0
S000509,Song Title 509,Artist 9,Album 109,337.715852516508,2016,97.82274253168308,-1.3001113632246906,0,0
S000510,Song Title 510,Artist 10,Album 110,304.0245587807369,2019,152.62292714179455,-11.3891958098562,2,1
S000511,Song Title 511,Artist 11,Album 111,245.47291088718566,2022,70.37095329150557,-2.440310060303304,2,0
S000512,Song Title 512,Artist 12,Album 112,399.818545006204,1981,88.41411711736625,-7.889904667682471,3,1
S000513,Song Title 513,Artist 13,Album 113,379.8191668501225,2013,147.89384782057078,-15.057368906772162,3,0
S000514,Song Title 514,Artist 14,Album 114,133.56560103185683,2012,125.79847004717091,-12.882904814815772,2,1
